央视频道,#genre#
CCTV3,http://123.114.25.21:4000/rtp/239.3.1.172:8001
CCTV3,http://114.254.39.186:4022/rtp/239.3.1.172:8001
CCTV3,http://123.117.232.77:5222/rtp/239.3.1.172:8001
CCTV3,http://222.129.33.225:8686/rtp/239.3.1.172:8001
CCTV4欧洲,http://114.253.222.160:5400/rtp/239.3.1.213:4220
CCTV4欧洲,http://123.120.137.109:4023/rtp/239.3.1.213:4220
CCTV4欧洲,http://114.252.199.142:9854/rtp/239.3.1.213:4220
CCTV4欧洲,http://221.219.77.154:8888/rtp/239.3.1.213:4220
CCTV4欧洲,http://111.193.234.113:9999/rtp/239.3.1.213:4220
CCTV4欧洲,http://114.254.93.171:4022/rtp/239.3.1.213:4220
CCTV4欧洲,http://114.254.248.29:4022/rtp/239.3.1.213:4220
CCTV4欧洲,http://221.220.128.203:8012/rtp/239.3.1.213:4220
CCTV4欧洲,http://221.216.139.69:30002/rtp/239.3.1.213:4220
CCTV4欧洲,http://123.113.11.55:8012/rtp/239.3.1.213:4220
CCTV4欧洲,http://123.113.185.78:4022/rtp/239.3.1.213:4220
CCTV4欧洲,http://221.223.21.27:8888/rtp/239.3.1.213:4220
CCTV4欧洲,http://221.219.177.43:4022/rtp/239.3.1.213:4220
CCTV4欧洲,http://123.114.25.21:4000/rtp/239.3.1.213:4220
CCTV4欧洲,http://114.254.39.186:4022/rtp/239.3.1.213:4220
CCTV4欧洲,http://123.117.232.77:5222/rtp/239.3.1.213:4220
CCTV4欧洲,http://222.129.33.225:8686/rtp/239.3.1.213:4220
CCTV5,http://114.253.222.160:5400/rtp/239.3.1.173:8001
CCTV5,http://123.120.137.109:4023/rtp/239.3.1.173:8001
CCTV5,http://114.252.199.142:9854/rtp/239.3.1.173:8001
CCTV5,http://221.219.77.154:8888/rtp/239.3.1.173:8001
CCTV5,http://111.193.234.113:9999/rtp/239.3.1.173:8001
CCTV5,http://114.254.93.171:4022/rtp/239.3.1.173:8001
CCTV5,http://114.254.248.29:4022/rtp/239.3.1.173:8001
CCTV5,http://221.220.128.203:8012/rtp/239.3.1.173:8001
CCTV5,http://221.216.139.69:30002/rtp/239.3.1.173:8001
CCTV5,http://123.113.11.55:8012/rtp/239.3.1.173:8001
CCTV5,http://123.113.185.78:4022/rtp/239.3.1.173:8001
CCTV5,http://221.223.21.27:8888/rtp/239.3.1.173:8001
CCTV5,http://221.219.177.43:4022/rtp/239.3.1.173:8001
CCTV5,http://123.114.25.21:4000/rtp/239.3.1.173:8001
CCTV5,http://114.254.39.186:4022/rtp/239.3.1.173:8001
CCTV5,http://123.117.232.77:5222/rtp/239.3.1.173:8001
CCTV5,http://222.129.33.225:8686/rtp/239.3.1.173:8001
CCTV6,http://114.253.222.160:5400/rtp/239.3.1.174:8001
CCTV6,http://123.120.137.109:4023/rtp/239.3.1.174:8001
CCTV6,http://114.252.199.142:9854/rtp/239.3.1.174:8001
CCTV6,http://221.219.77.154:8888/rtp/239.3.1.174:8001
CCTV6,http://111.193.234.113:9999/rtp/239.3.1.174:8001
CCTV6,http://114.254.93.171:4022/rtp/239.3.1.174:8001
CCTV6,http://114.254.248.29:4022/rtp/239.3.1.174:8001
CCTV6,http://221.220.128.203:8012/rtp/239.3.1.174:8001
CCTV6,http://221.216.139.69:30002/rtp/239.3.1.174:8001
CCTV6,http://123.113.11.55:8012/rtp/239.3.1.174:8001
CCTV6,http://123.113.185.78:4022/rtp/239.3.1.174:8001
CCTV6,http://221.223.21.27:8888/rtp/239.3.1.174:8001
CCTV6,http://221.219.177.43:4022/rtp/239.3.1.174:8001
CCTV6,http://123.114.25.21:4000/rtp/239.3.1.174:8001
CCTV6,http://114.254.39.186:4022/rtp/239.3.1.174:8001
CCTV6,http://123.117.232.77:5222/rtp/239.3.1.174:8001
CCTV6,http://222.129.33.225:8686/rtp/239.3.1.174:8001
CCTV8,http://114.253.222.160:5400/rtp/239.3.1.175:8001
CCTV8,http://123.120.137.109:4023/rtp/239.3.1.175:8001
CCTV8,http://114.252.199.142:9854/rtp/239.3.1.175:8001
CCTV8,http://221.219.77.154:8888/rtp/239.3.1.175:8001
CCTV8,http://111.193.234.113:9999/rtp/239.3.1.175:8001
CCTV8,http://114.254.93.171:4022/rtp/239.3.1.175:8001
CCTV8,http://114.254.248.29:4022/rtp/239.3.1.175:8001
CCTV8,http://221.220.128.203:8012/rtp/239.3.1.175:8001
CCTV8,http://221.216.139.69:30002/rtp/239.3.1.175:8001
CCTV8,http://123.113.11.55:8012/rtp/239.3.1.175:8001
CCTV8,http://123.113.185.78:4022/rtp/239.3.1.175:8001
CCTV8,http://221.223.21.27:8888/rtp/239.3.1.175:8001
CCTV8,http://221.219.177.43:4022/rtp/239.3.1.175:8001
CCTV8,http://123.114.25.21:4000/rtp/239.3.1.175:8001
CCTV8,http://114.254.39.186:4022/rtp/239.3.1.175:8001
CCTV8,http://123.117.232.77:5222/rtp/239.3.1.175:8001
CCTV8,http://222.129.33.225:8686/rtp/239.3.1.175:8001
CCTV10,http://114.253.222.160:5400/rtp/239.3.1.63:8116
CCTV10,http://123.120.137.109:4023/rtp/239.3.1.63:8116
CCTV10,http://114.252.199.142:9854/rtp/239.3.1.63:8116
CCTV10,http://221.219.77.154:8888/rtp/239.3.1.63:8116
CCTV10,http://111.193.234.113:9999/rtp/239.3.1.63:8116
CCTV10,http://114.254.93.171:4022/rtp/239.3.1.63:8116
CCTV10,http://114.254.248.29:4022/rtp/239.3.1.63:8116
CCTV10,http://221.220.128.203:8012/rtp/239.3.1.63:8116
CCTV10,http://221.216.139.69:30002/rtp/239.3.1.63:8116
CCTV10,http://123.113.11.55:8012/rtp/239.3.1.63:8116
CCTV10,http://123.113.185.78:4022/rtp/239.3.1.63:8116
CCTV10,http://221.223.21.27:8888/rtp/239.3.1.63:8116
CCTV10,http://221.219.177.43:4022/rtp/239.3.1.63:8116
CCTV10,http://123.114.25.21:4000/rtp/239.3.1.63:8116
CCTV10,http://114.254.39.186:4022/rtp/239.3.1.63:8116
CCTV10,http://123.117.232.77:5222/rtp/239.3.1.63:8116
CCTV10,http://222.129.33.225:8686/rtp/239.3.1.63:8116
CCTV12,http://114.253.222.160:5400/rtp/239.3.1.64:8124
CCTV12,http://123.120.137.109:4023/rtp/239.3.1.64:8124
CCTV12,http://114.252.199.142:9854/rtp/239.3.1.64:8124
CCTV12,http://221.219.77.154:8888/rtp/239.3.1.64:8124
CCTV12,http://111.193.234.113:9999/rtp/239.3.1.64:8124
CCTV12,http://114.254.93.171:4022/rtp/239.3.1.64:8124
CCTV12,http://114.254.248.29:4022/rtp/239.3.1.64:8124
CCTV12,http://221.220.128.203:8012/rtp/239.3.1.64:8124
CCTV12,http://221.216.139.69:30002/rtp/239.3.1.64:8124
CCTV12,http://123.113.11.55:8012/rtp/239.3.1.64:8124
CCTV12,http://123.113.185.78:4022/rtp/239.3.1.64:8124
CCTV12,http://221.223.21.27:8888/rtp/239.3.1.64:8124
CCTV12,http://221.219.177.43:4022/rtp/239.3.1.64:8124
CCTV12,http://123.114.25.21:4000/rtp/239.3.1.64:8124
CCTV12,http://114.254.39.186:4022/rtp/239.3.1.64:8124
CCTV12,http://123.117.232.77:5222/rtp/239.3.1.64:8124
CCTV12,http://222.129.33.225:8686/rtp/239.3.1.64:8124
CCTV14,http://114.253.222.160:5400/rtp/239.3.1.65:8132
CCTV14,http://123.120.137.109:4023/rtp/239.3.1.65:8132
CCTV14,http://114.252.199.142:9854/rtp/239.3.1.65:8132
CCTV14,http://221.219.77.154:8888/rtp/239.3.1.65:8132
CCTV14,http://111.193.234.113:9999/rtp/239.3.1.65:8132
CCTV14,http://114.254.93.171:4022/rtp/239.3.1.65:8132
CCTV14,http://114.254.248.29:4022/rtp/239.3.1.65:8132
CCTV14,http://221.220.128.203:8012/rtp/239.3.1.65:8132
CCTV14,http://221.216.139.69:30002/rtp/239.3.1.65:8132
CCTV14,http://123.113.11.55:8012/rtp/239.3.1.65:8132
CCTV14,http://123.113.185.78:4022/rtp/239.3.1.65:8132
CCTV14,http://221.223.21.27:8888/rtp/239.3.1.65:8132
CCTV14,http://221.219.177.43:4022/rtp/239.3.1.65:8132
CCTV14,http://123.114.25.21:4000/rtp/239.3.1.65:8132
CCTV14,http://114.254.39.186:4022/rtp/239.3.1.65:8132
CCTV14,http://123.117.232.77:5222/rtp/239.3.1.65:8132
CCTV14,http://222.129.33.225:8686/rtp/239.3.1.65:8132
CCTV16,http://114.253.222.160:5400/rtp/239.3.1.184:8001
CCTV16,http://123.120.137.109:4023/rtp/239.3.1.184:8001
CCTV16,http://114.252.199.142:9854/rtp/239.3.1.184:8001
CCTV16,http://221.219.77.154:8888/rtp/239.3.1.184:8001
CCTV16,http://111.193.234.113:9999/rtp/239.3.1.184:8001
CCTV16,http://114.254.93.171:4022/rtp/239.3.1.184:8001
CCTV16,http://114.254.248.29:4022/rtp/239.3.1.184:8001
CCTV16,http://221.220.128.203:8012/rtp/239.3.1.184:8001
CCTV16,http://221.216.139.69:30002/rtp/239.3.1.184:8001
CCTV16,http://123.113.11.55:8012/rtp/239.3.1.184:8001
CCTV16,http://123.113.185.78:4022/rtp/239.3.1.184:8001
CCTV16,http://221.223.21.27:8888/rtp/239.3.1.184:8001
CCTV16,http://221.219.177.43:4022/rtp/239.3.1.184:8001
CCTV16,http://123.114.25.21:4000/rtp/239.3.1.184:8001
CCTV16,http://114.254.39.186:4022/rtp/239.3.1.184:8001
CCTV16,http://123.117.232.77:5222/rtp/239.3.1.184:8001
CCTV16,http://222.129.33.225:8686/rtp/239.3.1.184:8001
CETV1,http://114.253.222.160:5400/rtp/239.3.1.57:8152
CETV1,http://123.120.137.109:4023/rtp/239.3.1.57:8152
CETV1,http://114.252.199.142:9854/rtp/239.3.1.57:8152
CETV1,http://221.219.77.154:8888/rtp/239.3.1.57:8152
CETV1,http://111.193.234.113:9999/rtp/239.3.1.57:8152
CETV1,http://114.254.93.171:4022/rtp/239.3.1.57:8152
CETV1,http://114.254.248.29:4022/rtp/239.3.1.57:8152
CETV1,http://221.220.128.203:8012/rtp/239.3.1.57:8152
CETV1,http://221.216.139.69:30002/rtp/239.3.1.57:8152
CETV1,http://123.113.11.55:8012/rtp/239.3.1.57:8152
CETV1,http://123.113.185.78:4022/rtp/239.3.1.57:8152
CETV1,http://221.223.21.27:8888/rtp/239.3.1.57:8152
CETV1,http://221.219.177.43:4022/rtp/239.3.1.57:8152
CETV1,http://123.114.25.21:4000/rtp/239.3.1.57:8152
CETV1,http://114.254.39.186:4022/rtp/239.3.1.57:8152
CETV1,http://123.117.232.77:5222/rtp/239.3.1.57:8152
CETV1,http://222.129.33.225:8686/rtp/239.3.1.57:8152
CETV4,http://114.253.222.160:5400/rtp/239.3.1.56:4120
CETV4,http://123.120.137.109:4023/rtp/239.3.1.56:4120
CETV4,http://114.252.199.142:9854/rtp/239.3.1.56:4120
CETV4,http://221.219.77.154:8888/rtp/239.3.1.56:4120
CETV4,http://111.193.234.113:9999/rtp/239.3.1.56:4120
CETV4,http://114.254.93.171:4022/rtp/239.3.1.56:4120
CETV4,http://114.254.248.29:4022/rtp/239.3.1.56:4120
CETV4,http://221.220.128.203:8012/rtp/239.3.1.56:4120
CETV4,http://221.216.139.69:30002/rtp/239.3.1.56:4120
CETV4,http://123.113.11.55:8012/rtp/239.3.1.56:4120
CETV4,http://123.113.185.78:4022/rtp/239.3.1.56:4120
CETV4,http://221.223.21.27:8888/rtp/239.3.1.56:4120
CETV4,http://221.219.177.43:4022/rtp/239.3.1.56:4120
CETV4,http://123.114.25.21:4000/rtp/239.3.1.56:4120
CETV4,http://114.254.39.186:4022/rtp/239.3.1.56:4120
CETV4,http://123.117.232.77:5222/rtp/239.3.1.56:4120
CETV4,http://222.129.33.225:8686/rtp/239.3.1.56:4120
央视网CCTV5,http://114.253.222.160:5400/rtp/239.3.1.89:4120
央视网CCTV5,http://123.120.137.109:4023/rtp/239.3.1.89:4120
央视网CCTV5,http://114.252.199.142:9854/rtp/239.3.1.89:4120
央视网CCTV5,http://221.219.77.154:8888/rtp/239.3.1.89:4120
央视网CCTV5,http://111.193.234.113:9999/rtp/239.3.1.89:4120
央视网CCTV5,http://114.254.93.171:4022/rtp/239.3.1.89:4120
央视网CCTV5,http://114.254.248.29:4022/rtp/239.3.1.89:4120
央视网CCTV5,http://221.220.128.203:8012/rtp/239.3.1.89:4120
央视网CCTV5,http://221.216.139.69:30002/rtp/239.3.1.89:4120
央视网CCTV5,http://123.113.11.55:8012/rtp/239.3.1.89:4120
央视网CCTV5,http://123.113.185.78:4022/rtp/239.3.1.89:4120
央视网CCTV5,http://221.223.21.27:8888/rtp/239.3.1.89:4120
央视网CCTV5,http://221.219.177.43:4022/rtp/239.3.1.89:4120
央视网CCTV5,http://123.114.25.21:4000/rtp/239.3.1.89:4120
央视网CCTV5,http://114.254.39.186:4022/rtp/239.3.1.89:4120
央视网CCTV5,http://123.117.232.77:5222/rtp/239.3.1.89:4120
央视网CCTV5,http://222.129.33.225:8686/rtp/239.3.1.89:4120
央视网CCTV10,http://114.253.222.160:5400/rtp/239.3.1.86:4120
央视网CCTV10,http://123.120.137.109:4023/rtp/239.3.1.86:4120
央视网CCTV10,http://114.252.199.142:9854/rtp/239.3.1.86:4120
央视网CCTV10,http://221.219.77.154:8888/rtp/239.3.1.86:4120
央视网CCTV10,http://111.193.234.113:9999/rtp/239.3.1.86:4120
央视网CCTV10,http://114.254.93.171:4022/rtp/239.3.1.86:4120
央视网CCTV10,http://114.254.248.29:4022/rtp/239.3.1.86:4120
央视网CCTV10,http://221.220.128.203:8012/rtp/239.3.1.86:4120
央视网CCTV10,http://221.216.139.69:30002/rtp/239.3.1.86:4120
央视网CCTV10,http://123.113.11.55:8012/rtp/239.3.1.86:4120
央视网CCTV10,http://123.113.185.78:4022/rtp/239.3.1.86:4120
央视网CCTV10,http://221.223.21.27:8888/rtp/239.3.1.86:4120
央视网CCTV10,http://221.219.177.43:4022/rtp/239.3.1.86:4120
央视网CCTV10,http://123.114.25.21:4000/rtp/239.3.1.86:4120
央视网CCTV10,http://114.254.39.186:4022/rtp/239.3.1.86:4120
央视网CCTV10,http://123.117.232.77:5222/rtp/239.3.1.86:4120
央视网CCTV10,http://222.129.33.225:8686/rtp/239.3.1.86:4120

卫视频道,#genre#
东南卫视,http://114.253.222.160:5400/rtp/239.3.1.156:8148
东南卫视,http://123.120.137.109:4023/rtp/239.3.1.156:8148
东南卫视,http://114.252.199.142:9854/rtp/239.3.1.156:8148
东南卫视,http://221.219.77.154:8888/rtp/239.3.1.156:8148
东南卫视,http://111.193.234.113:9999/rtp/239.3.1.156:8148
东南卫视,http://114.254.93.171:4022/rtp/239.3.1.156:8148
东南卫视,http://114.254.248.29:4022/rtp/239.3.1.156:8148
东南卫视,http://221.220.128.203:8012/rtp/239.3.1.156:8148
东南卫视,http://221.216.139.69:30002/rtp/239.3.1.156:8148
东南卫视,http://123.113.11.55:8012/rtp/239.3.1.156:8148
东南卫视,http://123.113.185.78:4022/rtp/239.3.1.156:8148
东南卫视,http://221.223.21.27:8888/rtp/239.3.1.156:8148
东南卫视,http://221.219.177.43:4022/rtp/239.3.1.156:8148
东南卫视,http://123.114.25.21:4000/rtp/239.3.1.156:8148
东南卫视,http://114.254.39.186:4022/rtp/239.3.1.156:8148
东南卫视,http://123.117.232.77:5222/rtp/239.3.1.156:8148
东南卫视,http://222.129.33.225:8686/rtp/239.3.1.156:8148
东方卫视,http://114.253.222.160:5400/rtp/239.3.1.136:8032
东方卫视,http://123.120.137.109:4023/rtp/239.3.1.136:8032
东方卫视,http://114.252.199.142:9854/rtp/239.3.1.136:8032
东方卫视,http://221.219.77.154:8888/rtp/239.3.1.136:8032
东方卫视,http://111.193.234.113:9999/rtp/239.3.1.136:8032
东方卫视,http://114.254.93.171:4022/rtp/239.3.1.136:8032
东方卫视,http://114.254.248.29:4022/rtp/239.3.1.136:8032
东方卫视,http://221.220.128.203:8012/rtp/239.3.1.136:8032
东方卫视,http://221.216.139.69:30002/rtp/239.3.1.136:8032
东方卫视,http://123.113.11.55:8012/rtp/239.3.1.136:8032
东方卫视,http://123.113.185.78:4022/rtp/239.3.1.136:8032
东方卫视,http://221.223.21.27:8888/rtp/239.3.1.136:8032
东方卫视,http://221.219.177.43:4022/rtp/239.3.1.136:8032
东方卫视,http://123.114.25.21:4000/rtp/239.3.1.136:8032
东方卫视,http://114.254.39.186:4022/rtp/239.3.1.136:8032
东方卫视,http://123.117.232.77:5222/rtp/239.3.1.136:8032
东方卫视,http://222.129.33.225:8686/rtp/239.3.1.136:8032
内蒙古卫视,http://114.253.222.160:5400/rtp/239.3.1.43:8176
内蒙古卫视,http://123.120.137.109:4023/rtp/239.3.1.43:8176
内蒙古卫视,http://114.252.199.142:9854/rtp/239.3.1.43:8176
内蒙古卫视,http://221.219.77.154:8888/rtp/239.3.1.43:8176
内蒙古卫视,http://111.193.234.113:9999/rtp/239.3.1.43:8176
内蒙古卫视,http://114.254.93.171:4022/rtp/239.3.1.43:8176
内蒙古卫视,http://114.254.248.29:4022/rtp/239.3.1.43:8176
内蒙古卫视,http://221.220.128.203:8012/rtp/239.3.1.43:8176
内蒙古卫视,http://221.216.139.69:30002/rtp/239.3.1.43:8176
内蒙古卫视,http://123.113.11.55:8012/rtp/239.3.1.43:8176
内蒙古卫视,http://123.113.185.78:4022/rtp/239.3.1.43:8176
内蒙古卫视,http://221.223.21.27:8888/rtp/239.3.1.43:8176
内蒙古卫视,http://221.219.177.43:4022/rtp/239.3.1.43:8176
内蒙古卫视,http://123.114.25.21:4000/rtp/239.3.1.43:8176
内蒙古卫视,http://114.254.39.186:4022/rtp/239.3.1.43:8176
内蒙古卫视,http://123.117.232.77:5222/rtp/239.3.1.43:8176
内蒙古卫视,http://222.129.33.225:8686/rtp/239.3.1.43:8176
北京卫视,http://114.253.222.160:5400/rtp/239.3.1.241:8000
北京卫视,http://123.120.137.109:4023/rtp/239.3.1.241:8000
北京卫视,http://114.252.199.142:9854/rtp/239.3.1.241:8000
北京卫视,http://221.219.77.154:8888/rtp/239.3.1.241:8000
北京卫视,http://111.193.234.113:9999/rtp/239.3.1.241:8000
北京卫视,http://114.254.93.171:4022/rtp/239.3.1.241:8000
北京卫视,http://114.254.248.29:4022/rtp/239.3.1.241:8000
北京卫视,http://221.220.128.203:8012/rtp/239.3.1.241:8000
北京卫视,http://221.216.139.69:30002/rtp/239.3.1.241:8000
北京卫视,http://123.113.11.55:8012/rtp/239.3.1.241:8000
北京卫视,http://123.113.185.78:4022/rtp/239.3.1.241:8000
北京卫视,http://221.223.21.27:8888/rtp/239.3.1.241:8000
北京卫视,http://221.219.177.43:4022/rtp/239.3.1.241:8000
北京卫视,http://123.114.25.21:4000/rtp/239.3.1.241:8000
北京卫视,http://114.254.39.186:4022/rtp/239.3.1.241:8000
北京卫视,http://123.117.232.77:5222/rtp/239.3.1.241:8000
北京卫视,http://222.129.33.225:8686/rtp/239.3.1.241:8000
北京卫视4K,http://114.253.222.160:5400/rtp/239.3.1.139:8001
北京卫视4K,http://123.120.137.109:4023/rtp/239.3.1.139:8001
北京卫视4K,http://114.252.199.142:9854/rtp/239.3.1.139:8001
北京卫视4K,http://221.219.77.154:8888/rtp/239.3.1.139:8001
北京卫视4K,http://111.193.234.113:9999/rtp/239.3.1.139:8001
北京卫视4K,http://114.254.93.171:4022/rtp/239.3.1.139:8001
北京卫视4K,http://114.254.248.29:4022/rtp/239.3.1.139:8001
北京卫视4K,http://221.220.128.203:8012/rtp/239.3.1.139:8001
北京卫视4K,http://221.216.139.69:30002/rtp/239.3.1.139:8001
北京卫视4K,http://123.113.11.55:8012/rtp/239.3.1.139:8001
北京卫视4K,http://123.113.185.78:4022/rtp/239.3.1.139:8001
北京卫视4K,http://221.223.21.27:8888/rtp/239.3.1.139:8001
北京卫视4K,http://221.219.177.43:4022/rtp/239.3.1.139:8001
北京卫视4K,http://123.114.25.21:4000/rtp/239.3.1.139:8001
北京卫视4K,http://114.254.39.186:4022/rtp/239.3.1.139:8001
北京卫视4K,http://123.117.232.77:5222/rtp/239.3.1.139:8001
北京卫视4K,http://222.129.33.225:8686/rtp/239.3.1.139:8001
吉林卫视,http://114.253.222.160:5400/rtp/239.3.1.240:8172
吉林卫视,http://123.120.137.109:4023/rtp/239.3.1.240:8172
吉林卫视,http://114.252.199.142:9854/rtp/239.3.1.240:8172
吉林卫视,http://221.219.77.154:8888/rtp/239.3.1.240:8172
吉林卫视,http://111.193.234.113:9999/rtp/239.3.1.240:8172
吉林卫视,http://114.254.93.171:4022/rtp/239.3.1.240:8172
吉林卫视,http://114.254.248.29:4022/rtp/239.3.1.240:8172
吉林卫视,http://221.220.128.203:8012/rtp/239.3.1.240:8172
吉林卫视,http://221.216.139.69:30002/rtp/239.3.1.240:8172
吉林卫视,http://123.113.11.55:8012/rtp/239.3.1.240:8172
吉林卫视,http://123.113.185.78:4022/rtp/239.3.1.240:8172
吉林卫视,http://221.223.21.27:8888/rtp/239.3.1.240:8172
吉林卫视,http://221.219.177.43:4022/rtp/239.3.1.240:8172
吉林卫视,http://123.114.25.21:4000/rtp/239.3.1.240:8172
吉林卫视,http://114.254.39.186:4022/rtp/239.3.1.240:8172
吉林卫视,http://123.117.232.77:5222/rtp/239.3.1.240:8172
吉林卫视,http://222.129.33.225:8686/rtp/239.3.1.240:8172
四川卫视,http://114.253.222.160:5400/rtp/239.3.1.29:8288
四川卫视,http://123.120.137.109:4023/rtp/239.3.1.29:8288
四川卫视,http://114.252.199.142:9854/rtp/239.3.1.29:8288
四川卫视,http://221.219.77.154:8888/rtp/239.3.1.29:8288
四川卫视,http://111.193.234.113:9999/rtp/239.3.1.29:8288
四川卫视,http://114.254.93.171:4022/rtp/239.3.1.29:8288
四川卫视,http://114.254.248.29:4022/rtp/239.3.1.29:8288
四川卫视,http://221.220.128.203:8012/rtp/239.3.1.29:8288
四川卫视,http://221.216.139.69:30002/rtp/239.3.1.29:8288
四川卫视,http://123.113.11.55:8012/rtp/239.3.1.29:8288
四川卫视,http://123.113.185.78:4022/rtp/239.3.1.29:8288
四川卫视,http://221.223.21.27:8888/rtp/239.3.1.29:8288
四川卫视,http://221.219.177.43:4022/rtp/239.3.1.29:8288
四川卫视,http://123.114.25.21:4000/rtp/239.3.1.29:8288
四川卫视,http://114.254.39.186:4022/rtp/239.3.1.29:8288
四川卫视,http://123.117.232.77:5222/rtp/239.3.1.29:8288
四川卫视,http://222.129.33.225:8686/rtp/239.3.1.29:8288
四川卫视4K,http://114.253.222.160:5400/rtp/239.3.1.131:3001
四川卫视4K,http://123.120.137.109:4023/rtp/239.3.1.131:3001
四川卫视4K,http://114.252.199.142:9854/rtp/239.3.1.131:3001
四川卫视4K,http://221.219.77.154:8888/rtp/239.3.1.131:3001
四川卫视4K,http://111.193.234.113:9999/rtp/239.3.1.131:3001
四川卫视4K,http://114.254.93.171:4022/rtp/239.3.1.131:3001
四川卫视4K,http://114.254.248.29:4022/rtp/239.3.1.131:3001
四川卫视4K,http://221.220.128.203:8012/rtp/239.3.1.131:3001
四川卫视4K,http://221.216.139.69:30002/rtp/239.3.1.131:3001
四川卫视4K,http://123.113.11.55:8012/rtp/239.3.1.131:3001
四川卫视4K,http://123.113.185.78:4022/rtp/239.3.1.131:3001
四川卫视4K,http://221.223.21.27:8888/rtp/239.3.1.131:3001
四川卫视4K,http://221.219.177.43:4022/rtp/239.3.1.131:3001
四川卫视4K,http://123.114.25.21:4000/rtp/239.3.1.131:3001
四川卫视4K,http://114.254.39.186:4022/rtp/239.3.1.131:3001
四川卫视4K,http://123.117.232.77:5222/rtp/239.3.1.131:3001
四川卫视4K,http://222.129.33.225:8686/rtp/239.3.1.131:3001
天津卫视,http://114.253.222.160:5400/rtp/239.3.1.141:1234
天津卫视,http://123.120.137.109:4023/rtp/239.3.1.141:1234
天津卫视,http://114.252.199.142:9854/rtp/239.3.1.141:1234
天津卫视,http://221.219.77.154:8888/rtp/239.3.1.141:1234
天津卫视,http://111.193.234.113:9999/rtp/239.3.1.141:1234
天津卫视,http://114.254.93.171:4022/rtp/239.3.1.141:1234
天津卫视,http://114.254.248.29:4022/rtp/239.3.1.141:1234
天津卫视,http://221.220.128.203:8012/rtp/239.3.1.141:1234
天津卫视,http://221.216.139.69:30002/rtp/239.3.1.141:1234
天津卫视,http://123.113.11.55:8012/rtp/239.3.1.141:1234
天津卫视,http://123.113.185.78:4022/rtp/239.3.1.141:1234
天津卫视,http://221.223.21.27:8888/rtp/239.3.1.141:1234
天津卫视,http://221.219.177.43:4022/rtp/239.3.1.141:1234
天津卫视,http://123.114.25.21:4000/rtp/239.3.1.141:1234
天津卫视,http://114.254.39.186:4022/rtp/239.3.1.141:1234
天津卫视,http://123.117.232.77:5222/rtp/239.3.1.141:1234
天津卫视,http://222.129.33.225:8686/rtp/239.3.1.141:1234
安徽卫视,http://114.253.222.160:5400/rtp/239.3.1.211:8064
安徽卫视,http://123.120.137.109:4023/rtp/239.3.1.211:8064
安徽卫视,http://114.252.199.142:9854/rtp/239.3.1.211:8064
安徽卫视,http://221.219.77.154:8888/rtp/239.3.1.211:8064
安徽卫视,http://111.193.234.113:9999/rtp/239.3.1.211:8064
安徽卫视,http://114.254.93.171:4022/rtp/239.3.1.211:8064
安徽卫视,http://114.254.248.29:4022/rtp/239.3.1.211:8064
安徽卫视,http://221.220.128.203:8012/rtp/239.3.1.211:8064
安徽卫视,http://221.216.139.69:30002/rtp/239.3.1.211:8064
安徽卫视,http://123.113.11.55:8012/rtp/239.3.1.211:8064
安徽卫视,http://123.113.185.78:4022/rtp/239.3.1.211:8064
